Division,Event,Rider,Horse,Dress Score,Dress Place,XC Jump,XC Elapsed,XC Time,To Date Score,To Date Place,Stad Jump,Stad Time,Final Score,Final Place
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Summer Covar,Mona Lisa,46.00,48,60.00,8:15,15.20,121.20,44,0.00,0.00,121.20,41
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Lesley Grant-Law,Castle Howard Romeo,33.00,23,0.00,7:39,0.80,33.80,15,0.00,W,W,W
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Kelly Prather,Catch Me Cooley,26.90,3,20.00,8:00,9.20,56.10,40,0.00,W,W,W
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Hayden Wathen,Contestor,29.80,14-T,40.00,8:23,18.40,88.20,43,0.00,W,W,W
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Greer Melville,Sandy Prince,48.50,49,40.00,0:00,E,E,E,0.00,E,E,E
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Dasha Ivandaeva,MHS Instant Karma ,32.70,21,0.00,0:00,W,W,W,0.00,W,W,W
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Samantha McCleerey,Fernhill First Choice,36.40,37,0.00,0:00,W,W,W,0.00,W,W,W
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Ariel Grald,BGS Aurora,29.00,10,0.00,0:00,MR,MR,MR,0.00,MR,MR,MR
CCI Two Star Long,Tryon International 3-Day Event(Nov 2020),Maddie McElduff,Spring Easy,34.70,29-T,65.00,0:00,RF,RF,RF,0.00,RF,RF,RF
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),William Coleman,Chin Tonic HS,25.70,1,0.00,8:37,0.00,25.70,1,0.00,0.00,25.70,1
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Boyd Martin,Contessa,25.90,2,0.00,8:33,0.00,25.90,2,0.00,0.00,25.90,2
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Leslie Law,Lady Chatterley,27.80,5,0.00,8:38,0.00,27.80,4-T,0.00,0.00,27.80,3
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Ariel Grald,Caballe,27.00,4,0.00,8:41,0.80,27.80,4-T,0.00,0.00,27.80,4
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Jonathan Holling,Prophet,26.90,3,0.00,8:34,0.00,26.90,3,4.00,0.00,30.90,5
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Jonathan Holling,Pioneer Archibald,30.90,12,0.00,8:41,0.80,31.70,8,0.00,0.00,31.70,6
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Katie Lichten,Sapphire Blue B,33.00,20-T,0.00,8:33,0.00,33.00,12-T,0.00,0.00,33.00,7
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Jimmie Schramm,Eclaire ,32.60,18,0.00,8:40,0.40,33.00,12-T,0.00,0.00,33.00,8
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Jamie Kellock,Summer Bay,31.00,13,0.00,8:43,1.60,32.60,11,0.00,0.40,33.00,9
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Hannah Sue Burnett,Capitol HIM,30.20,7,0.00,8:47,3.20,33.40,15,0.00,0.00,33.40,10
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Natalia Neneman,Electric Lux,34.00,26,0.00,8:40,0.40,34.40,18,0.00,0.00,34.40,11
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Gabrielle  Ruane,Lismakeera Brewski,30.50,10,0.00,8:35,0.00,30.50,6,4.00,0.00,34.50,12
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Sydney Conley Elliott,Commando D' Osthuy,30.30,8-T,0.00,8:40,0.40,30.70,7,4.00,0.00,34.70,13
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Christina Henriksen,JTH Zest,31.80,16,0.00,8:22,0.00,31.80,9,4.00,0.00,35.80,14
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Sarah Kuhn,Mr. Cash van de Start,34.50,27,0.00,8:43,1.60,36.10,19,0.00,0.00,36.10,15
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Lucienne Elms,Atlantic Vital Spark,33.60,24,0.00,8:14,0.00,33.60,16,4.00,0.00,37.60,16
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Bobby Meyerhoff,Lumumba,33.00,20-T,0.00,8:22,0.00,33.00,12-T,8.00,0.00,41.00,17
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Jacob Fletcher,5o1 Wyly Girl,30.60,11,0.00,8:47,3.20,33.80,17,8.00,0.00,41.80,18
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Kristin Schmolze,Foxdale's Celtic Charm,33.90,25,0.00,8:49,4.00,37.90,20,4.00,0.40,42.30,19
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Elisa Wallace,Let It Be Lee,33.20,23,0.00,9:02,9.20,42.40,21,4.00,0.00,46.40,20
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Hanna Bundy,Lovely Assistant,40.50,33,0.00,8:46,2.80,43.30,22,4.00,0.00,47.30,21
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Jennie Jarnstrom-Dennis,Flower Girl,37.80,31-T,0.00,9:05,10.40,48.20,24,4.00,0.00,52.20,22
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Allison Springer,Crystal Crescent Moon,33.00,20-T,20.00,8:35,0.00,53.00,26,0.00,0.00,53.00,23
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Michael Nolan,SRS Picasso,30.30,8-T,0.00,9:32,21.20,51.50,25,4.00,0.00,55.50,24
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Leslie Law,Typically Fernhill,32.10,17,20.00,8:57,7.20,59.30,27,0.00,0.00,59.30,25
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Calli Lipping,Wild Affair,41.40,34,0.00,8:53,5.60,47.00,23,16.00,0.00,63.00,26
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Zoe Crawford,K.B.S. Quick Strike,31.50,14,20.00,9:04,10.00,61.50,28,4.00,0.00,65.50,27
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Hallie Coon,Cooley SOS,37.80,31-T,20.00,9:17,15.20,73.00,29,4.00,0.00,77.00,28
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Autumn Schweiss,Global Invieto DHI,35.60,28-T,20.00,9:25,18.40,74.00,30,4.00,0.00,78.00,29
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Doug Payne,Baymax,36.50,30,20.00,9:31,20.80,77.30,31,4.00,0.00,81.30,30
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Joe Meyer,Gortglas Crazy Love ,29.30,6,0.00,8:46,2.80,32.10,10,0.00,W,W,W
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Claire Robinson,Pretty Like Me,35.60,28-T,60.00,0:00,R,R,R,0.00,R,R,R
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Sara Kozumplik Murphy,Devil Munchkin,32.90,19,0.00,0:00,W,W,W,0.00,W,W,W
CCI Three Star Long,Tryon International 3-Day Event(Nov 2020),Tamra Smith,Solaguayre California,31.70,15,0.00,0:00,W,W,W,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Boyd Martin,Tsetserleg,26.50,3,0.00,10:07,1.60,28.10,2,0.00,0.00,28.10,1
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Phillip Dutton,Z,28.80,12-T,0.00,10:01,0.00,28.80,3,0.00,0.00,28.80,2
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Woods Baughman,C'est La Vie 135,29.10,14,0.00,9:53,0.00,29.10,4,0.00,0.00,29.10,3
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Doug Payne,Vandiver,28.80,12-T,0.00,10:04,0.40,29.20,5,0.00,0.00,29.20,4
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Elisabeth Halliday-Sharp,Deniro Z,24.50,2,0.00,10:07,1.60,26.10,1,4.00,0.00,30.10,5
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Sydney Conley Elliott,QC Diamantaire,30.60,21,0.00,10:00,0.00,30.60,7,0.00,0.00,30.60,6
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Jennifer Brannigan,Stella Artois,29.20,15-T,0.00,10:08,2.00,31.20,8,0.00,0.00,31.20,7
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),William Coleman,Don Dante,32.60,33-T,0.00,10:04,0.40,33.00,11-T,0.00,0.00,33.00,8
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Bruce Davidson Jr. ,Carlevo ,27.40,6,0.00,10:17,5.60,33.00,11-T,0.00,0.00,33.00,9
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Will Faudree,Mama's Magic Way,31.70,30,0.00,9:51,0.00,31.70,9,4.00,0.00,35.70,10
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Lynn Symansky,RF Cool Play,28.60,10-T,0.00,10:23,8.00,36.60,18,0.00,0.00,36.60,11
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Ariel Grald,Leamore Master Plan,29.90,19,0.00,9:45,0.00,29.90,6,8.00,0.00,37.90,12
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Bruce Davidson Jr. ,Erroll Gobey,32.90,35,0.00,10:19,6.40,39.30,23,0.00,0.00,39.30,13
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Andrea Baxter,Indy 500,35.40,49-T,0.00,9:57,0.00,35.40,14,4.00,0.00,39.40,14
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Leslie Law,Voltaire De Tre,34.30,40,0.00,10:16,5.20,39.50,24,0.00,0.00,39.50,15
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Jennifer Brannigan,FE Lifestyle,31.30,26,0.00,10:14,4.40,35.70,15,4.00,0.00,39.70,16
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Boyd Martin,On Cue,27.70,7,0.00,10:15,4.80,32.50,10,8.00,0.00,40.50,17
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Sara Mittleider,La Paz,29.50,17,0.00,10:22,7.60,37.10,19,4.00,0.00,41.10,18
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Zoe Crawford,K.E.C. Zara,43.30,76,0.00,9:59,0.00,43.30,26,0.00,0.40,43.70,19
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Jennifer Brannigan,Twilightslastgleam,33.60,37,0.00,10:10,2.80,36.40,16,8.00,0.00,44.40,20
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Nilson Da Silva,Rock Phantom,36.60,55,0.00,10:18,6.00,42.60,25,4.00,0.00,46.60,21
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Phillip Dutton,Sea of Clouds,37.50,62-T,0.00,10:07,1.60,39.10,22,8.00,0.00,47.10,22
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Doug Payne,Quantum Leap,34.60,43,0.00,10:38,14.00,48.60,29,0.00,0.00,48.60,23
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Cornelia Dorr,Daytona Beach 8,44.40,77,0.00,10:14,4.40,48.80,30,0.00,0.00,48.80,24
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Emily Hamel,Corvett,37.60,65,0.00,10:38,14.00,51.60,36,0.00,0.00,51.60,25
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Leslie Law,QC First Class,34.90,45-T,0.00,10:38,14.00,48.90,31,4.00,0.00,52.90,26
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Waylon Roberts,Lancaster,31.20,25,0.00,10:18,6.00,37.20,20,16.00,0.00,53.20,27
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Boyd Martin,Blackfoot Mystery,29.80,18,0.00,10:23,8.00,37.80,21,16.00,0.00,53.80,28
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Meghan O'Donoghue,Palm Crescent,35.10,48,15.00,9:55,0.00,50.10,32,4.00,0.00,54.10,29
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Caroline Martin,Islandwood Captain Jack,34.80,44,0.00,10:42,15.60,50.40,34,4.00,0.00,54.40,30
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Holly Jacks Smither,More Inspiration,37.20,60-T,0.00,10:37,13.60,50.80,35,4.00,0.00,54.80,31
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Allison Springer,Business Ben,30.80,22-T,0.00,10:36,13.20,44.00,27,12.00,0.80,56.80,32
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Ashlynn Meuchel,Emporium,37.50,62-T,0.00,10:42,15.60,53.10,37,4.00,0.00,57.10,33
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Lauren Lambert,Fantastique,37.10,59,0.00,10:46,17.20,54.30,38,4.00,0.00,58.30,34
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Doug Payne,Starr Witness,26.60,4-T,11.00,10:57,21.60,59.20,41,0.00,0.00,59.20,35
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Holly Jacks Smither,Candy King,32.00,32,0.00,11:02,23.60,55.60,40,4.00,0.00,59.60,36
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Valerie Vizcarrondo Pride,Favian,33.80,38,0.00,10:44,16.40,50.20,33,8.00,2.00,60.20,37
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Kaelen Speck,Sweet Rebellion,36.30,53,0.00,11:05,24.80,61.10,42,4.00,0.80,65.90,38
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Tamra Smith,Danito,26.60,4-T,11.00,10:47,17.60,55.20,39,12.00,0.80,68.00,39
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Missy Miller,Quinn,39.00,69,0.00,11:08,26.00,65.00,45,4.00,0.40,69.40,40
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Bobby Meyerhoff,Fortuna ,36.90,57,20.00,10:54,20.40,77.30,49,0.00,0.00,77.30,41
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Zachary Brandt,Direct Advance,36.70,56,20.00,10:58,22.00,78.70,50,0.00,0.00,78.70,42
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Annie Goodwin,Fedarman B,34.90,45-T,20.00,10:57,21.60,76.50,47,8.00,0.00,84.50,43
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Booli Selmayr,Millfield Lancando,36.00,52,0.00,11:15,28.80,64.80,44,20.00,0.00,84.80,44
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Megan Sykes,Classic's Mojah,31.60,28-T,20.00,10:55,20.80,72.40,46,16.00,0.40,88.80,45
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Tamra Smith,En Vogue,29.20,15-T,40.00,10:53,20.00,89.20,51,8.00,0.00,97.20,46
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Timothy Bourke,Quality Time,34.40,41-T,0.00,10:03,0.00,34.40,13,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Bruce Davidson Jr. ,Jak My Style,34.90,45-T,0.00,10:07,1.60,36.50,17,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Nilson Da Silva,Magnum's Martini,41.00,71-T,0.00,10:20,6.80,47.80,28,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Lucienne Elms,Mistralou,40.70,70,0.00,10:58,22.00,62.70,43,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Jules Ennis,Cooley O,36.50,54,0.00,11:44,40.40,76.90,48,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Jennie Jarnstrom-Dennis,Calicia Z,35.40,49-T,40.00,0:00,E,E,E,0.00,E,E,E
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Michael Pendleton,Steady Eddie,38.40,67,0.00,0:00,R,R,R,0.00,R,R,R
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Kate Brown,Victor Z,41.00,71-T,60.00,0:00,R,R,R,0.00,R,R,R
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Daniel Clasing,MW Gangster's Game,30.90,24,60.00,0:00,R,R,R,0.00,R,R,R
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Marilyn Little,RF Scandalous,21.50,1,40.00,0:00,R,R,R,0.00,R,R,R
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Hannah Sue Burnett,Lukeswell,31.80,31,20.00,0:00,R,R,R,0.00,R,R,R
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Matthew Flynn,Wizzerd,31.60,28-T,20.00,0:00,R,R,R,0.00,R,R,R
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Kyle Carter,Reddy or Not,31.50,27,20.00,0:00,R,R,R,0.00,R,R,R
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Victoria Garland,FE Capricino,41.90,74,40.00,0:00,R,R,R,0.00,R,R,R
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Will Faudree,FRH Ramona,37.50,62-T,0.00,0:00,W,W,W,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Lauren Nicholson,Landmark's Monte Carlo,32.60,33-T,0.00,0:00,W,W,W,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Lauren Nicholson,Paramount Importance,37.20,60-T,0.00,0:00,W,W,W,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Clayton Fredericks,FE Stormtrooper,30.00,20,0.00,0:00,W,W,W,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Clayton Fredericks,FE Always In Time,34.20,39,0.00,0:00,W,W,W,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Caroline Martin,Danger Mouse,37.00,58,0.00,0:00,W,W,W,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Madeleine Scott,Crosby's Gold,46.40,78,0.00,0:00,W,W,W,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Hannah Sue Burnett,Harbour Pilot,27.90,8,0.00,0:00,W,W,W,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Joe Meyer,Johnny Royale,41.20,73,0.00,0:00,W,W,W,0.00,W,W,W
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Sara Kozumplik Murphy,Rubens D'ysieux,28.60,10-T,0.00,0:00,MR,MR,MR,0.00,MR,MR,MR
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Maya Black,Miks Master C,28.40,9,0.00,0:00,MR,MR,MR,0.00,MR,MR,MR
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Mia Braundel,Cashmere,37.90,66,65.00,0:00,RF,RF,RF,0.00,RF,RF,RF
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Jacob Fletcher,5o1 Mischief Managed,34.40,41-T,65.00,0:00,RF,RF,RF,0.00,RF,RF,RF
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Sydney Solomon,Early Review,38.50,68,65.00,0:00,RF,RF,RF,0.00,RF,RF,RF
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Arielle Aharoni,Dutch Times,35.60,51,65.00,0:00,RF,RF,RF,0.00,RF,RF,RF
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),William Coleman,TKS Cooley,30.80,22-T,65.00,0:00,RF,RF,RF,0.00,RF,RF,RF
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Fylicia Barr,Galloway Sunrise,33.30,36,65.00,0:00,RF,RF,RF,0.00,RF,RF,RF
CCI Four Star Long,Tryon International 3-Day Event(Nov 2020),Jessica Phoenix,Wabbit,42.20,75,65.00,0:00,RF,RF,RF,0.00,RF,RF,RF
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Jenny Caras,Trendy Fernhill,27.00,2,0.00,0.00,27.00,1,0.00,7:31,20.80,47.80,1
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Joe Meyer,Clip Clop,36.10,15,0.00,0.00,36.10,4,0.00,7:10,12.40,48.50,2
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Nobie Cannon,Bust A Groove,36.20,16,8.00,0.00,44.20,14,0.00,6:59,8.00,52.20,3
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Erin Sylvester-Kanara,Campground,34.30,13,4.00,0.00,38.30,8,0.00,7:16,14.80,53.10,4
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Jessica Phoenix,Bogue Sound,30.60,5-T,8.00,0.00,38.60,9,0.00,7:19,16.00,54.60,5
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Jessica Phoenix,Watson GS,37.50,18,0.00,0.00,37.50,7,0.00,7:30,20.40,57.90,6
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Kevin Keane,Sportsfield Candy,31.60,9,8.00,0.00,39.60,12,0.00,7:30,20.40,60.00,7
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Lillian Heard,CharmKing,27.40,3,0.00,0.00,27.40,2,0.00,8:06,34.80,62.20,8
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Lucienne Elms,Diamond Duette,37.30,17,8.00,0.00,45.30,15,0.00,7:36,22.80,68.10,9
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Ronald Zabala-Goetschel,Wundermaske,29.40,4,12.00,0.00,41.40,13,0.00,7:54,30.00,71.40,10
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Cindy Anderson-Blank,Windchase Phoenix Star,32.70,11,16.00,0.00,48.70,17,0.00,7:56,30.80,79.50,11
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Bobby Meyerhoff,Albano ,30.70,7,8.00,0.40,39.10,11,20.00,7:51,28.80,87.90,12
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Elinor O'Neal,Zick Zack,32.40,10,4.00,0.00,36.40,5,20.00,8:12,37.20,93.60,13
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Will Faudree,Caeleste,30.60,5-T,0.00,0.00,30.60,3,0.00,0:00,R,R,R
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Elisa Wallace,Simply Priceless,34.90,14,4.00,0.00,38.90,10,0.00,0:00,R,R,R
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Jessica Phoenix,Humble GS,33.80,12,12.00,2.80,48.60,16,20.00,0:00,R,R,R
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Jacob Fletcher,Van Gough,31.50,8,4.00,1.20,36.70,6,65.00,0:00,RF,RF,RF
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),Erin Sylvester-Kanara,Paddy the Caddy,24.60,1,0.00,W,W,W, ,0:00, , , 
CCI Four Star Short,Tryon International 3-Day Event(Nov 2020),McKenzie Cumbea,Regiment,E,E,0.00,E,E,E,0.00,0:00,E,E,E
Open Intermediate,Tryon International 3-Day Event(Nov 2020),Rebecca von Schweinitz,Limited Edition,30.20,3,12.00,0.00,42.20,5,0.00,5:45,5.20,47.40,1
Open Intermediate,Tryon International 3-Day Event(Nov 2020),Sharon White,Cooley Kildaire,30.30,4,8.00,0.00,38.30,4,0.00,5:55,9.20,47.50,2
Open Intermediate,Tryon International 3-Day Event(Nov 2020),Emma Keahon,PS Duty Calls,35.50,9,12.00,1.20,48.70,7,0.00,5:04,0.00,48.70,3
Open Intermediate,Tryon International 3-Day Event(Nov 2020),Valerie Vizcarrondo Pride,Versace,30.90,5,20.00,0.00,50.90,8,0.00,7:13,40.40,91.30,4
Open Intermediate,Tryon International 3-Day Event(Nov 2020),Cindy Anderson-Blank,MHS Cooley Vegas,26.90,1,0.00,0.00,26.90,1,40.00,7:05,37.20,104.10,5
Open Intermediate,Tryon International 3-Day Event(Nov 2020),Cindy Anderson-Blank,Windchase Faberge Star,31.00,6,12.00,0.00,43.00,6,60.00,0:00,E,E,E
Open Intermediate,Tryon International 3-Day Event(Nov 2020),Phillip Dutton,Quasi Cool,29.00,2,0.00,0.00,29.00,2,0.00,0:00,W,W,W
Open Intermediate,Tryon International 3-Day Event(Nov 2020),Andi Lawrence,Cooley Northern Mist,31.40,7,0.00,0.00,31.40,3,0.00,0:00,W,W,W
Open Intermediate,Tryon International 3-Day Event(Nov 2020),Mikensey Johansen,Grey Prince,35.20,8,28.00,0.00,63.20,9,0.00,0:00,W,W,W
Open Preliminary,Tryon International 3-Day Event(Nov 2020),Carson Richards,Fernhill Mr. Cool,29.60,6,0.00,0.00,29.60,3,0.00,5:35,1.20,30.80,1
Open Preliminary,Tryon International 3-Day Event(Nov 2020),Sarah Kuhn,F.O.F. Grey Gatsby,31.70,12-T,0.00,0.00,31.70,4,0.00,5:42,4.00,35.70,2
Open Preliminary,Tryon International 3-Day Event(Nov 2020),Elinor O'Neal,SKM Charisma,29.00,4,0.00,0.00,29.00,1,0.00,5:54,8.80,37.80,3
Open Preliminary,Tryon International 3-Day Event(Nov 2020),Kevin Keane,Clueso,31.30,9-T,4.00,3.20,38.50,13,0.00,5:42,4.00,42.50,4
Open Preliminary,Tryon International 3-Day Event(Nov 2020),Sharon White,I-Quid J,27.90,2-T,8.00,0.00,35.90,8-T,0.00,5:55,9.20,45.10,5
Open Preliminary,Tryon International 3-Day Event(Nov 2020),Leila Saxe,Gstar Van De Klinkenberg,25.20,1,12.00,0.00,37.20,11,0.00,5:56,9.60,46.80,6
Open Preliminary,Tryon International 3-Day Event(Nov 2020),Zachary Brandt,Newmarket Dasset,29.40,5,0.00,0.00,29.40,2,20.00,5:55,9.20,58.60,7
Open Preliminary,Tryon International 3-Day Event(Nov 2020),Maxine Preston,Fernhill HC Highrise ,33.80,17,16.00,0.00,49.80,18,0.00,6:16,17.60,67.40,8
Open Preliminary,Tryon International 3-Day Event(Nov 2020),Dani Sussman,Winter Step,31.00,8,4.00,0.00,35.00,7,20.00,6:13,16.40,71.40,9
Open Preliminary,Tryon International 3-Day Event(Nov 2020),Missy Miller,Fernhill Vitality,36.30,20,0.00,0.40,36.70,10,20.00,6:59,34.80,91.50,10
Open Preliminary,Tryon International 3-Day Event(Nov 2020),Bobby Meyerhoff,Riddle Master ,34.40,19,20.00,4.40,58.80,20,20.00,6:19,18.80,97.60,11
Open Preliminary,Tryon International 3-Day Event(Nov 2020),Kristin Schmolze,Jupiler,27.90,2-T,8.00,0.00,35.90,8-T,20.00,7:18,42.40,98.30,12
Open Preliminary,Tryon International 3-Day Event(Nov 2020),Kyle Carter,Hudson Street,33.50,16,8.00,0.00,41.50,16,20.00,7:05,37.20,98.70,13
